error_id,error_date,customer_id,customer_segment,country,application_module,error_type,severity,app_version,device_type,operating_system,resolution_time_minutes,resolved,customer_churned_30d
ERR-00537,2024-12-11 17:25:54,CUST-0020,Enterprise,Francja,Płatności,Błąd API,Low,3.8.0,Mobile,Android,7.0,True,False
ERR-00538,2024-10-12 09:23:05,CUST-0148,SMB,Polska,Raporty,Błąd bazy danych,Critical,3.9.1,Desktop,macOS,390.0,True,True
ERR-00539,2024-07-21 12:00:16,CUST-0009,Enterprise,Hiszpania,Integracje,Błąd autoryzacji,Medium,3.4.9,Desktop,Windows,27.0,True,False
ERR-00540,2024-10-01 06:07:29,CUST-0053,Mid-market,Hiszpania,Logowanie,Błąd autoryzacji,Medium,3.7.1,Desktop,macOS,33.0,True,False
ERR-00541,2024-07-07 21:43:47,CUST-0115,SMB,Francja,Płatności,Błąd autoryzacji,Low,3.2.8,Desktop,Windows,12.0,True,False
ERR-00542,2024-12-10 14:16:37,CUST-0026,Enterprise,Hiszpania,Eksport danych,Błąd API,Medium,3.8.6,Desktop,macOS,30.0,True,False
ERR-00543,2024-07-14 09:52:40,CUST-0056,Mid-market,Hiszpania,Logowanie,Timeout,Critical,3.9.7,Desktop,macOS,156.0,True,False
ERR-00544,2024-07-09 15:06:43,CUST-0003,Enterprise,Francja,Płatności,Timeout,Critical,3.4.0,Tablet,iOS,80.0,True,False
ERR-00545,2024-04-29 14:30:01,CUST-0198,Startup,Polska,Eksport danych,Błąd API,Medium,3.5.4,Desktop,Windows,105.0,True,False
ERR-00546,2024-11-13 10:56:35,CUST-0056,Mid-market,Niemcy,Logowanie,Nieprawidłowe dane,Low,3.1.2,Desktop,Windows,43.0,True,False
ERR-00547,2024-06-16 06:58:39,CUST-0139,SMB,Polska,Logowanie,Błąd autoryzacji,Low,3.6.3,Mobile,iOS,18.0,True,False
ERR-00548,2024-04-23 15:41:04,CUST-0067,Mid-market,Niemcy,Raporty,Błąd bazy danych,Low,3.5.5,Desktop,Windows,9.0,True,False
ERR-00549,2024-11-21 13:52:29,CUST-0008,Enterprise,Niemcy,Płatności,Błąd bazy danych,High,3.2.1,Mobile,Android,136.0,True,False
ERR-00550,2024-12-24 16:19:41,CUST-0075,Mid-market,Polska,Raporty,Nieprawidłowe dane,Low,3.4.8,Mobile,Android,,False,False
ERR-00551,2024-07-28 13:07:08,CUST-0179,Startup,Polska,Eksport danych,Błąd interfejsu,Low,3.4.3,Tablet,iOS,12.0,True,False
ERR-00552,2024-01-24 17:02:19,CUST-0050,Mid-market,Polska,Logowanie,Błąd autoryzacji,Medium,3.5.8,Desktop,Windows,,False,False
ERR-00553,2024-09-09 13:07:06,CUST-0091,SMB,Hiszpania,Raporty,Błąd autoryzacji,Critical,3.6.7,Mobile,iOS,754.0,True,False
ERR-00554,2024-04-30 13:56:34,CUST-0234,Startup,Wielka Brytania,Raporty,Nieprawidłowe dane,Medium,3.0.1,Desktop,Windows,91.0,True,False
ERR-00555,2024-03-10 17:24:29,CUST-0028,Enterprise,Polska,Logowanie,Błąd API,High,3.8.4,Desktop,Windows,46.0,True,False
ERR-00556,2024-07-08 11:42:47,CUST-0021,Enterprise,Wielka Brytania,Integracje,Błąd API,High,3.8.2,Desktop,macOS,39.0,True,False
ERR-00557,2024-12-22 07:34:26,CUST-0079,Mid-market,Niemcy,Płatności,Błąd bazy danych,Medium,3.4.4,Desktop,Windows,16.0,True,False
ERR-00558,2024-10-27 01:47:46,CUST-0033,Mid-market,Polska,Raporty,Błąd bazy danych,Critical,3.0.7,Desktop,Windows,124.0,True,True
ERR-00559,2024-03-20 16:56:26,CUST-0092,SMB,Polska,Logowanie,Błąd interfejsu,Low,3.8.4,Desktop,macOS,14.0,True,False
ERR-00560,2024-12-01 14:06:53,CUST-0202,Startup,Niemcy,Raporty,Błąd interfejsu,Medium,3.9.6,Mobile,iOS,88.0,True,False
ERR-00561,2024-09-07 15:39:26,CUST-0013,Enterprise,Hiszpania,Płatności,Błąd bazy danych,High,3.3.6,Mobile,Android,33.0,True,False
ERR-00562,2024-05-23 08:02:44,CUST-0013,Enterprise,Francja,Eksport danych,Timeout,Critical,3.4.2,Mobile,iOS,135.0,True,True
ERR-00563,2024-07-08 07:13:28,CUST-0141,SMB,Polska,Logowanie,Nieprawidłowe dane,Low,3.2.7,Desktop,macOS,37.0,True,False
ERR-00564,2024-08-15 00:15:54,CUST-0002,Enterprise,Polska,Raporty,Błąd autoryzacji,Low,3.6.6,Mobile,iOS,10.0,True,False
ERR-00565,2024-07-04 10:06:43,CUST-0082,SMB,Niemcy,Raporty,Timeout,Critical,3.2.3,Desktop,Windows,99.0,True,True
ERR-00566,2024-07-07 13:34:57,CUST-0075,Mid-market,Polska,Integracje,Nieprawidłowe dane,Low,3.4.4,Mobile,Android,9.0,True,False
ERR-00567,2024-11-26 11:22:03,CUST-0102,SMB,Polska,Raporty,Timeout,Critical,3.8.1,Tablet,iOS,96.0,True,False
ERR-00568,2024-07-22 11:17:12,CUST-0003,Enterprise,Polska,Integracje,Timeout,Critical,3.6.4,Desktop,macOS,,False,False
ERR-00569,2024-03-03 18:54:52,CUST-0062,Mid-market,Hiszpania,Eksport danych,Błąd autoryzacji,High,3.4.5,Mobile,Android,165.0,True,False
ERR-00570,2024-08-20 10:05:42,CUST-0058,Mid-market,Wielka Brytania,Eksport danych,Nieprawidłowe dane,Critical,3.4.7,Desktop,Windows,145.0,True,False
ERR-00571,2024-04-18 12:41:40,CUST-0072,Mid-market,Niemcy,Płatności,Błąd API,Critical,3.6.4,Desktop,Windows,377.0,True,True
ERR-00572,2024-11-01 16:01:03,CUST-0026,Enterprise,Wielka Brytania,Raporty,Błąd bazy danych,Medium,3.0.0,Desktop,Windows,27.0,True,False
ERR-00573,2024-06-19 11:15:08,CUST-0123,SMB,Polska,Eksport danych,Timeout,Critical,3.1.1,Desktop,Windows,235.0,True,False
ERR-00574,2024-10-16 14:13:04,CUST-0223,Startup,Niemcy,Użytkownicy,Błąd bazy danych,High,3.9.1,Mobile,Android,151.0,True,False
ERR-00575,2024-10-10 17:13:37,CUST-0028,Enterprise,Polska,Eksport danych,Błąd bazy danych,High,3.1.1,Desktop,macOS,97.0,True,True
ERR-00576,2024-04-20 21:52:55,CUST-0004,Enterprise,Francja,Raporty,Timeout,Medium,3.8.2,Desktop,Windows,20.0,True,False
ERR-00577,2024-04-29 07:21:49,CUST-0029,Enterprise,Wielka Brytania,Logowanie,Błąd API,Medium,3.9.4,Desktop,macOS,14.0,True,False
ERR-00578,2024-03-16 20:50:57,CUST-0064,Mid-market,Francja,Raporty,Timeout,Critical,3.4.0,Mobile,Android,228.0,True,False
ERR-00579,2024-11-01 12:00:17,CUST-0033,Mid-market,Niemcy,Integracje,Błąd interfejsu,Critical,3.4.5,Tablet,Android,148.0,True,False
ERR-00580,2024-03-15 09:08:34,CUST-0045,Mid-market,Francja,Raporty,Błąd bazy danych,High,3.6.5,Mobile,Android,92.0,True,True
ERR-00581,2024-05-08 12:51:11,CUST-0007,Enterprise,Polska,Raporty,Błąd interfejsu,Low,3.9.1,Mobile,Android,21.0,True,False
ERR-00582,2024-02-26 22:42:55,CUST-0029,Enterprise,Wielka Brytania,Eksport danych,Timeout,High,3.9.5,Desktop,macOS,63.0,True,False
ERR-00583,2024-01-14 12:08:00,CUST-0075,Mid-market,Niemcy,Raporty,Nieprawidłowe dane,High,3.8.3,Desktop,macOS,129.0,True,False
ERR-00584,2024-07-02 10:50:50,CUST-0067,Mid-market,Niemcy,Eksport danych,Błąd bazy danych,Critical,3.1.2,Desktop,Windows,223.0,True,False
ERR-00585,2024-05-01 14:37:20,CUST-0211,Startup,Niemcy,Raporty,Błąd bazy danych,High,3.8.0,Desktop,Windows,,False,True
ERR-00586,2024-01-09 09:11:16,CUST-0009,Enterprise,Francja,Płatności,Błąd interfejsu,Low,3.4.7,Mobile,Android,25.0,True,False
ERR-00587,2024-01-27 04:08:47,CUST-0086,SMB,Polska,Raporty,Timeout,High,3.5.0,Desktop,macOS,192.0,True,False
ERR-00588,2024-08-03 06:33:07,CUST-0035,Mid-market,Francja,Eksport danych,Błąd autoryzacji,Medium,3.0.7,Mobile,iOS,53.0,True,False
ERR-00589,2024-02-02 06:30:28,CUST-0074,Mid-market,Polska,Logowanie,Błąd bazy danych,Critical,3.2.8,Desktop,Windows,290.0,True,False
ERR-00590,2024-07-04 08:32:37,CUST-0116,SMB,Francja,Logowanie,Błąd bazy danych,High,3.8.6,Desktop,macOS,293.0,True,False
ERR-00591,2024-02-25 07:28:32,CUST-0150,SMB,Hiszpania,Użytkownicy,Błąd API,Medium,3.4.9,Desktop,macOS,54.0,True,False
ERR-00592,2024-04-23 14:39:02,CUST-0223,Startup,Hiszpania,Logowanie,Timeout,High,3.4.1,Mobile,Android,125.0,True,False
ERR-00593,2024-12-03 08:33:19,CUST-0022,Enterprise,Niemcy,Raporty,Błąd API,Low,3.4.5,Mobile,Android,27.0,True,False
ERR-00594,2024-08-22 10:41:01,CUST-0002,Enterprise,Niemcy,Raporty,Timeout,Critical,3.8.9,Mobile,iOS,150.0,True,True
ERR-00595,2024-02-01 18:30:54,CUST-0103,SMB,Polska,Raporty,Błąd API,Medium,3.8.4,Desktop,macOS,24.0,True,False
ERR-00596,2024-07-24 12:27:43,CUST-0051,Mid-market,Hiszpania,Integracje,Błąd bazy danych,High,3.4.0,Tablet,iOS,250.0,True,False
ERR-00597,2024-02-25 15:31:45,CUST-0001,Enterprise,Polska,Płatności,Błąd bazy danych,High,3.1.7,Desktop,Windows,24.0,True,False
ERR-00598,2024-08-15 08:04:57,CUST-0007,Enterprise,Niemcy,Raporty,Timeout,Critical,3.3.7,Desktop,Windows,211.0,True,False
ERR-00599,2024-02-11 08:20:38,CUST-0019,Enterprise,Polska,Raporty,Błąd API,Medium,3.9.4,Tablet,iOS,53.0,True,False
ERR-00600,2024-03-16 02:04:08,CUST-0169,Startup,Polska,Integracje,Timeout,Critical,3.6.7,Desktop,macOS,948.0,True,False
ERR-00601,2024-05-20 08:39:40,CUST-0025,Enterprise,Francja,Logowanie,Timeout,High,3.6.0,Mobile,Android,26.0,True,False
ERR-00602,2024-10-26 09:35:45,CUST-0027,Enterprise,Polska,Raporty,Nieprawidłowe dane,Medium,3.6.9,Desktop,macOS,37.0,True,False
ERR-00603,2024-06-15 08:24:38,CUST-0023,Enterprise,Francja,Logowanie,Błąd interfejsu,Low,3.4.4,Desktop,macOS,13.0,True,False
ERR-00604,2024-09-28 04:18:29,CUST-0027,Enterprise,Polska,Płatności,Timeout,Critical,3.8.7,Tablet,Android,93.0,True,False
ERR-00605,2024-09-15 06:38:27,CUST-0013,Enterprise,Polska,Płatności,Błąd bazy danych,Low,3.5.8,Desktop,Windows,6.0,True,False
ERR-00606,2024-02-20 12:50:44,CUST-0035,Mid-market,Niemcy,Logowanie,Nieprawidłowe dane,Medium,3.1.7,Mobile,Android,56.0,True,False
ERR-00607,2024-02-28 08:54:41,CUST-0010,Enterprise,Polska,Eksport danych,Nieprawidłowe dane,High,3.1.9,Desktop,macOS,62.0,True,False
ERR-00608,2024-11-29 10:56:49,CUST-0101,SMB,Polska,Płatności,Timeout,Critical,3.6.0,Desktop,Windows,117.0,True,True
ERR-00609,2024-10-09 12:46:55,CUST-0019,Enterprise,Francja,Użytkownicy,Błąd interfejsu,Medium,3.9.5,Desktop,Windows,38.0,True,False
ERR-00610,2024-04-20 15:27:28,CUST-0046,Mid-market,Polska,Użytkownicy,Timeout,High,3.4.2,Desktop,macOS,165.0,True,False
ERR-00611,2024-04-26 02:26:21,CUST-0223,Startup,Hiszpania,Raporty,Timeout,Medium,3.9.0,Desktop,Windows,124.0,True,False
ERR-00612,2024-08-20 16:25:26,CUST-0130,SMB,Polska,Logowanie,Błąd autoryzacji,Medium,3.8.4,Desktop,macOS,161.0,True,False
ERR-00613,2024-02-18 14:20:27,CUST-0074,Mid-market,Polska,Raporty,Błąd API,High,3.3.7,Tablet,iOS,,False,False
ERR-00614,2024-06-09 04:42:16,CUST-0029,Enterprise,Francja,Eksport danych,Błąd autoryzacji,Low,3.0.5,Desktop,Windows,13.0,True,False
ERR-00615,2024-07-10 17:09:43,CUST-0018,Enterprise,Polska,Raporty,Timeout,High,3.1.5,Desktop,Windows,,False,False
ERR-00616,2024-08-30 19:04:05,CUST-0123,SMB,Polska,Logowanie,Timeout,Critical,3.8.3,Desktop,Linux,824.0,True,False
ERR-00617,2024-02-13 03:05:27,CUST-0200,Startup,Niemcy,Raporty,Nieprawidłowe dane,High,3.2.9,Desktop,Linux,329.0,True,False
ERR-00618,2024-02-19 09:47:47,CUST-0098,SMB,Polska,Eksport danych,Nieprawidłowe dane,Low,3.4.5,Mobile,Android,,False,False
ERR-00619,2024-07-09 16:51:08,CUST-0075,Mid-market,Hiszpania,Eksport danych,Timeout,High,3.5.5,Tablet,Android,70.0,True,False
ERR-00620,2024-10-11 16:03:37,CUST-0091,SMB,Polska,Logowanie,Nieprawidłowe dane,Low,3.8.2,Desktop,Windows,15.0,True,False
ERR-00621,2024-10-14 08:35:21,CUST-0063,Mid-market,Hiszpania,Integracje,Nieprawidłowe dane,Low,3.1.6,Mobile,iOS,22.0,True,False
ERR-00622,2024-12-09 08:07:26,CUST-0024,Enterprise,Wielka Brytania,Płatności,Błąd bazy danych,Critical,3.4.6,Desktop,Windows,107.0,True,False
ERR-00623,2024-06-30 11:55:42,CUST-0053,Mid-market,Niemcy,Płatności,Błąd autoryzacji,High,3.5.2,Desktop,Windows,118.0,True,False
ERR-00624,2024-08-04 12:55:58,CUST-0157,Startup,Wielka Brytania,Eksport danych,Błąd bazy danych,Critical,3.6.1,Mobile,iOS,345.0,True,False
ERR-00625,2024-01-27 14:18:38,CUST-0004,Enterprise,Niemcy,Płatności,Błąd interfejsu,Low,3.8.7,Desktop,Windows,26.0,True,False
ERR-00626,2024-06-08 10:22:06,CUST-0136,SMB,Wielka Brytania,Płatności,Błąd bazy danych,Critical,3.2.5,Mobile,iOS,261.0,True,False
ERR-00627,2024-10-22 12:32:13,CUST-0008,Enterprise,Polska,Logowanie,Timeout,High,3.8.7,Mobile,Android,29.0,True,False
ERR-00628,2024-03-20 16:42:30,CUST-0035,Mid-market,Francja,Eksport danych,Błąd API,Medium,3.8.1,Desktop,macOS,110.0,True,False
ERR-00629,2024-04-24 01:54:06,CUST-0011,Enterprise,Niemcy,Eksport danych,Błąd bazy danych,High,3.6.3,Tablet,Android,45.0,True,False
ERR-00630,2024-06-28 09:54:35,CUST-0069,Mid-market,Niemcy,Integracje,Błąd API,Low,3.8.1,Mobile,iOS,93.0,True,False
ERR-00631,2024-07-07 15:07:48,CUST-0131,SMB,Francja,Eksport danych,Błąd autoryzacji,High,3.4.7,Desktop,macOS,60.0,True,True
ERR-00632,2024-05-22 18:36:14,CUST-0025,Enterprise,Francja,Logowanie,Timeout,High,3.2.0,Desktop,Windows,213.0,True,False
ERR-00633,2024-08-07 12:54:35,CUST-0122,SMB,Polska,Raporty,Nieprawidłowe dane,Low,3.7.9,Desktop,Windows,13.0,True,False
ERR-00634,2024-11-14 13:39:43,CUST-0084,SMB,Polska,Raporty,Nieprawidłowe dane,Low,3.5.8,Tablet,iOS,18.0,True,False
ERR-00635,2024-11-25 05:35:01,CUST-0232,Startup,Francja,Logowanie,Błąd autoryzacji,Low,3.7.5,Mobile,Android,13.0,True,False
ERR-00636,2024-11-07 12:59:42,CUST-0009,Enterprise,Francja,Raporty,Błąd interfejsu,Low,3.4.3,Desktop,macOS,23.0,True,False
ERR-00637,2024-12-21 13:17:01,CUST-0026,Enterprise,Wielka Brytania,Użytkownicy,Timeout,High,3.9.3,Desktop,macOS,,False,False
ERR-00638,2024-04-02 09:17:44,CUST-0015,Enterprise,Hiszpania,Logowanie,Błąd bazy danych,Critical,3.6.8,Desktop,Windows,273.0,True,False
ERR-00639,2024-06-07 09:58:21,CUST-0213,Startup,Wielka Brytania,Płatności,Błąd bazy danych,Low,3.1.2,Desktop,Windows,31.0,True,False
ERR-00640,2024-06-28 11:00:11,CUST-0180,Startup,Francja,Płatności,Nieprawidłowe dane,Low,3.4.9,Desktop,Windows,103.0,True,False
ERR-00641,2024-03-14 01:36:42,CUST-0053,Mid-market,Polska,Płatności,Błąd interfejsu,Medium,3.8.4,Desktop,macOS,59.0,True,True
ERR-00642,2024-07-24 10:04:09,CUST-0129,SMB,Polska,Użytkownicy,Timeout,Critical,3.8.6,Desktop,Windows,329.0,True,False
ERR-00643,2024-11-20 08:01:05,CUST-0058,Mid-market,Hiszpania,Raporty,Nieprawidłowe dane,Medium,3.5.4,Desktop,Windows,106.0,True,False
ERR-00644,2024-09-28 10:13:24,CUST-0042,Mid-market,Francja,Raporty,Błąd autoryzacji,Medium,3.9.2,Desktop,Windows,33.0,True,False
ERR-00645,2024-08-02 06:29:21,CUST-0022,Enterprise,Polska,Eksport danych,Błąd bazy danych,High,3.4.0,Desktop,Windows,49.0,True,False
ERR-00646,2024-03-21 18:23:19,CUST-0129,SMB,Niemcy,Logowanie,Błąd bazy danych,High,3.4.7,Mobile,Android,329.0,True,False
ERR-00647,2024-06-15 14:49:36,CUST-0003,Enterprise,Wielka Brytania,Raporty,Błąd bazy danych,Low,3.9.2,Desktop,Windows,40.0,True,False
ERR-00648,2024-11-01 15:05:56,CUST-0118,SMB,Niemcy,Raporty,Timeout,Critical,3.9.2,Desktop,Windows,990.0,True,False
ERR-00649,2024-01-27 16:09:10,CUST-0112,SMB,Niemcy,Raporty,Nieprawidłowe dane,Medium,3.8.0,Desktop,macOS,159.0,True,False
ERR-00650,2024-11-12 12:03:43,CUST-0090,SMB,Niemcy,Użytkownicy,Błąd autoryzacji,Medium,3.8.9,Desktop,Windows,28.0,True,False
ERR-00651,2024-02-11 04:17:28,CUST-0003,Enterprise,Polska,Eksport danych,Błąd autoryzacji,High,3.1.3,Desktop,Windows,127.0,True,False
ERR-00652,2024-12-04 13:27:31,CUST-0009,Enterprise,Niemcy,Raporty,Błąd bazy danych,Critical,3.8.9,Desktop,Windows,108.0,True,False
ERR-00653,2024-11-06 13:28:26,CUST-0005,Enterprise,Niemcy,Eksport danych,Błąd API,Low,3.4.2,Desktop,Windows,75.0,True,False
ERR-00654,2024-05-19 16:13:48,CUST-0013,Enterprise,Polska,Logowanie,Nieprawidłowe dane,Medium,3.2.6,Mobile,iOS,29.0,True,False
ERR-00655,2024-09-19 11:07:22,CUST-0023,Enterprise,Hiszpania,Logowanie,Timeout,Medium,3.3.5,Mobile,Android,34.0,True,False
ERR-00656,2024-08-08 06:07:18,CUST-0232,Startup,Niemcy,Płatności,Błąd autoryzacji,Low,3.4.7,Mobile,Android,38.0,True,False
ERR-00657,2024-12-13 09:43:37,CUST-0040,Mid-market,Hiszpania,Płatności,Nieprawidłowe dane,Medium,3.3.7,Mobile,Android,,False,False
ERR-00658,2024-09-06 10:33:42,CUST-0024,Enterprise,Wielka Brytania,Raporty,Błąd API,High,3.4.2,Mobile,Android,46.0,True,False
ERR-00659,2024-06-06 14:02:14,CUST-0013,Enterprise,Polska,Integracje,Timeout,Critical,3.2.0,Desktop,Windows,54.0,True,False
ERR-00660,2024-07-21 13:38:03,CUST-0051,Mid-market,Francja,Użytkownicy,Błąd bazy danych,High,3.4.1,Desktop,macOS,253.0,True,False
ERR-00661,2024-01-04 10:13:19,CUST-0054,Mid-market,Niemcy,Raporty,Błąd API,Low,3.6.5,Desktop,Windows,47.0,True,False
ERR-00662,2024-04-18 23:49:08,CUST-0037,Mid-market,Wielka Brytania,Raporty,Błąd bazy danych,Medium,3.4.8,Desktop,Windows,23.0,True,False
ERR-00663,2024-05-10 14:18:20,CUST-0162,Startup,Polska,Logowanie,Błąd API,High,3.4.4,Mobile,Android,259.0,True,False
ERR-00664,2024-03-02 09:00:31,CUST-0031,Mid-market,Francja,Logowanie,Nieprawidłowe dane,Medium,3.8.3,Desktop,Windows,63.0,True,False
ERR-00665,2024-08-08 05:11:08,CUST-0190,Startup,Francja,Raporty,Nieprawidłowe dane,Medium,3.9.2,Desktop,Windows,59.0,True,False
ERR-00666,2024-07-13 08:34:45,CUST-0207,Startup,Polska,Raporty,Błąd bazy danych,Critical,3.8.4,Desktop,Windows,184.0,True,False
ERR-00667,2024-04-27 09:32:35,CUST-0012,Enterprise,Polska,Eksport danych,Błąd autoryzacji,High,3.4.3,Desktop,macOS,140.0,True,False
ERR-00668,2024-12-08 08:51:22,CUST-0248,Startup,Francja,Logowanie,Nieprawidłowe dane,High,3.8.3,Mobile,Android,218.0,True,False
ERR-00669,2024-02-06 08:25:55,CUST-0009,Enterprise,Francja,Logowanie,Błąd bazy danych,Medium,3.2.2,Mobile,Android,34.0,True,False
ERR-00670,2024-01-22 09:27:01,CUST-0094,SMB,Polska,Raporty,Błąd bazy danych,Critical,3.1.9,Desktop,macOS,316.0,True,False
ERR-00671,2024-08-23 08:58:04,CUST-0005,Enterprise,Francja,Płatności,Timeout,Critical,3.4.3,Mobile,iOS,56.0,True,True
ERR-00672,2024-06-09 18:36:27,CUST-0162,Startup,Niemcy,Logowanie,Nieprawidłowe dane,Low,3.8.7,Desktop,Windows,34.0,True,False
ERR-00673,2024-10-20 04:25:45,CUST-0174,Startup,Francja,Integracje,Błąd bazy danych,High,3.3.6,Mobile,Android,81.0,True,False
ERR-00674,2024-11-23 13:26:18,CUST-0136,SMB,Polska,Logowanie,Błąd autoryzacji,Medium,3.0.9,Desktop,Windows,34.0,True,False
ERR-00675,2024-02-28 11:25:01,CUST-0138,SMB,Wielka Brytania,Integracje,Błąd API,Critical,3.1.9,Desktop,Windows,350.0,True,False
ERR-00676,2024-06-15 23:10:51,CUST-0018,Enterprise,Polska,Płatności,Nieprawidłowe dane,Low,3.8.9,Desktop,Windows,41.0,True,True
ERR-00677,2024-11-12 06:29:53,CUST-0018,Enterprise,Niemcy,Logowanie,Błąd autoryzacji,Medium,3.7.5,Mobile,Android,,False,False
ERR-00678,2024-12-19 11:58:23,CUST-0063,Mid-market,Polska,Raporty,Błąd interfejsu,Low,3.3.7,Tablet,iOS,20.0,True,False
ERR-00679,2024-02-15 22:27:54,CUST-0014,Enterprise,Polska,Eksport danych,Błąd bazy danych,Critical,3.6.3,Desktop,Windows,73.0,True,False
ERR-00680,2024-02-24 17:15:27,CUST-0094,SMB,Niemcy,Raporty,Błąd bazy danych,Medium,3.5.9,Desktop,Windows,83.0,True,False
ERR-00681,2024-10-28 17:25:33,CUST-0001,Enterprise,Polska,Eksport danych,Timeout,High,3.7.8,Tablet,Android,145.0,True,False
ERR-00682,2024-02-10 09:25:55,CUST-0162,Startup,Hiszpania,Logowanie,Timeout,High,3.3.4,Desktop,macOS,242.0,True,True
ERR-00683,2024-06-07 08:47:21,CUST-0053,Mid-market,Polska,Eksport danych,Błąd interfejsu,Critical,3.8.9,Desktop,Windows,462.0,True,False
ERR-00684,2024-04-23 15:21:49,CUST-0092,SMB,Niemcy,Płatności,Timeout,High,3.4.2,Desktop,Windows,137.0,True,False
ERR-00685,2024-03-27 20:04:32,CUST-0020,Enterprise,Polska,Integracje,Błąd bazy danych,Medium,3.8.1,Desktop,Windows,52.0,True,False
ERR-00686,2024-11-20 13:07:33,CUST-0227,Startup,Polska,Raporty,Timeout,Critical,3.0.2,Mobile,iOS,145.0,True,False
ERR-00687,2024-09-18 13:12:57,CUST-0192,Startup,Polska,Użytkownicy,Błąd autoryzacji,Medium,3.4.5,Mobile,Android,53.0,True,False
ERR-00688,2024-06-27 09:22:46,CUST-0055,Mid-market,Niemcy,Raporty,Błąd autoryzacji,Critical,3.4.4,Desktop,Windows,167.0,True,False
ERR-00689,2024-11-26 16:52:09,CUST-0031,Mid-market,Niemcy,Logowanie,Błąd API,Low,3.6.1,Desktop,Windows,25.0,True,False
ERR-00690,2024-04-30 08:06:09,CUST-0118,SMB,Niemcy,Logowanie,Błąd interfejsu,Medium,3.1.0,Mobile,Android,179.0,True,False
ERR-00691,2024-05-11 10:12:11,CUST-0014,Enterprise,Niemcy,Eksport danych,Timeout,High,3.8.6,Desktop,Windows,,False,False
ERR-00692,2024-11-04 11:09:48,CUST-0055,Mid-market,Niemcy,Raporty,Timeout,Medium,3.3.2,Mobile,iOS,116.0,True,False
ERR-00693,2024-12-01 12:04:11,CUST-0025,Enterprise,Polska,Eksport danych,Timeout,Critical,3.8.0,Desktop,Windows,62.0,True,False
ERR-00694,2024-11-17 09:31:29,CUST-0003,Enterprise,Niemcy,Płatności,Błąd API,Medium,3.8.6,Desktop,Windows,16.0,True,False
ERR-00695,2024-10-15 06:48:37,CUST-0024,Enterprise,Wielka Brytania,Płatności,Błąd API,High,3.6.4,Tablet,iOS,49.0,True,False
ERR-00696,2024-08-17 14:43:59,CUST-0029,Enterprise,Niemcy,Logowanie,Nieprawidłowe dane,Medium,3.8.3,Mobile,iOS,20.0,True,False
ERR-00697,2024-10-16 09:41:40,CUST-0018,Enterprise,Francja,Użytkownicy,Błąd API,Medium,3.7.9,Desktop,Linux,39.0,True,False
ERR-00698,2024-11-15 13:20:55,CUST-0029,Enterprise,Polska,Integracje,Błąd API,Medium,3.4.4,Mobile,iOS,80.0,True,False
ERR-00699,2024-11-17 08:20:09,CUST-0182,Startup,Hiszpania,Użytkownicy,Błąd autoryzacji,Critical,3.8.7,Desktop,Windows,1008.0,True,False
ERR-00700,2024-08-13 12:04:30,CUST-0067,Mid-market,Hiszpania,Płatności,Błąd interfejsu,Low,3.4.1,Desktop,Windows,33.0,True,False
ERR-00701,2024-08-14 13:40:19,CUST-0217,Startup,Niemcy,Integracje,Timeout,High,3.6.5,Tablet,iOS,303.0,True,False
ERR-00702,2024-05-20 02:37:03,CUST-0041,Mid-market,Wielka Brytania,Integracje,Błąd autoryzacji,Medium,3.8.3,Mobile,iOS,52.0,True,False
ERR-00703,2024-06-29 10:32:04,CUST-0022,Enterprise,Polska,Płatności,Błąd bazy danych,High,3.4.5,Desktop,Windows,37.0,True,False
ERR-00704,2024-06-07 07:29:28,CUST-0055,Mid-market,Polska,Eksport danych,Błąd API,Low,3.4.1,Desktop,Windows,26.0,True,False
ERR-00705,2024-01-20 03:03:23,CUST-0041,Mid-market,Hiszpania,Użytkownicy,Błąd API,Critical,3.4.9,Desktop,Windows,227.0,True,False
ERR-00706,2024-05-26 23:04:41,CUST-0005,Enterprise,Hiszpania,Eksport danych,Błąd API,Low,3.8.7,Desktop,Windows,25.0,True,False
ERR-00707,2024-02-16 10:39:38,CUST-0048,Mid-market,Polska,Integracje,Nieprawidłowe dane,High,3.9.4,Desktop,macOS,60.0,True,False
ERR-00708,2024-09-16 16:24:29,CUST-0010,Enterprise,Polska,Płatności,Timeout,Medium,3.6.1,Mobile,Android,24.0,True,False
ERR-00709,2024-10-24 09:35:50,CUST-0048,Mid-market,Polska,Płatności,Nieprawidłowe dane,Medium,3.7.9,Desktop,Windows,38.0,True,False
ERR-00710,2024-01-22 15:28:58,CUST-0144,SMB,Polska,Użytkownicy,Błąd bazy danych,Critical,3.9.2,Mobile,iOS,859.0,True,False
ERR-00711,2024-10-19 16:41:12,CUST-0005,Enterprise,Hiszpania,Logowanie,Błąd API,Low,3.1.4,Desktop,macOS,14.0,True,False
ERR-00712,2024-06-13 14:38:30,CUST-0003,Enterprise,Niemcy,Integracje,Błąd API,Critical,3.3.4,Desktop,Windows,214.0,True,False
ERR-00713,2024-09-13 12:09:03,CUST-0102,SMB,Polska,Integracje,Timeout,High,3.8.2,Desktop,macOS,212.0,True,False
ERR-00714,2024-08-18 11:06:51,CUST-0058,Mid-market,Niemcy,Integracje,Błąd bazy danych,Critical,3.8.7,Desktop,Windows,131.0,True,False
